ID1,ID2,Similarity
5877,13530,0.6416666666666667
5878,13531,1.0
5879,13532,1.0
5880,13533,1.0
5881,13534,1.0
5882,13535,0.9083333333333333
5883,13536,1.0
5884,13537,1.0
5885,13538,0.39166666666666666
5931,17113,0.925
5932,17114,0.65
5933,17115,0.7833333333333333
5934,17116,1.0
5935,17117,1.0
5936,17118,0.925
5937,17119,0.9083333333333333
5938,17120,0.7583333333333333
5992,18824,1.0
5993,18825,1.0
5994,18826,0.7333333333333333
5995,18827,1.0
5996,18828,1.0
5997,18829,1.0
5998,18830,0.9416666666666667
5999,18831,1.0
6000,18832,1.0
6001,18833,0.6833333333333333
6002,18834,1.0
6003,18835,1.0
6004,18836,1.0
6005,18837,1.0
6006,18838,1.0
6007,18839,0.8416666666666667
6008,18840,0.8833333333333333
6009,18841,1.0
6010,18842,1.0
6011,18843,1.0
6012,18844,1.0
6013,15142,0.5833333333333334
6014,15143,1.0
6015,15144,0.75
6016,15145,0.85
6017,15146,1.0
6018,15147,1.0
6019,15148,1.0
6020,15149,1.0
6021,15150,1.0
6022,15151,1.0
6023,15152,1.0
6024,15153,1.0
6025,15154,1.0
6026,15155,1.0
6027,15156,1.0
6028,15157,1.0
6029,15158,1.0
6030,15159,1.0
6031,15160,1.0
6032,15161,1.0
6033,15162,1.0
6034,15163,1.0
6132,16911,0.5166666666666667
6133,16912,0.675
6134,16913,1.0
6135,16914,0.725
6136,16915,0.9333333333333333
6137,16916,0.7666666666666667
6138,16917,0.8333333333333334
6139,16918,0.9
6204,20512,0.7916666666666666
6205,20513,0.525
6206,20514,0.8666666666666667
6207,20515,1.0
6208,20516,0.9
6209,20517,0.9833333333333333
6210,20518,0.7416666666666667
6211,20519,0.8833333333333333
6212,20520,1.0
6213,20521,1.0
6214,20522,0.8583333333333333
6215,20523,0.4
6216,20524,1.0
6217,20525,0.775
6218,20526,0.8166666666666667
6221,7686,1.0
7701,15354,0.6083333333333333
7702,15355,1.0
7703,15356,0.6916666666666667
7704,15357,0.8166666666666667
7705,15358,0.7416666666666667
7706,15359,1.0
7707,15360,1.0
7708,15361,0.6916666666666667
7709,15362,0.75
7710,15363,1.0
7711,15364,1.0
7712,15365,0.7666666666666667
7713,15366,1.0
7714,15367,1.0
7715,15368,0.6833333333333333
7761,18943,0.9333333333333333
7762,18944,0.7083333333333334
7763,18945,0.6
7764,18946,0.9
7765,18947,0.8583333333333333
7766,18948,0.825
7767,18949,0.9166666666666666
7768,18950,0.8916666666666667
7822,20654,1.0
7823,20655,1.0
7824,20656,0.8666666666666667
7825,20657,0.8166666666666667
7826,20658,1.0
7827,20659,1.0
7828,20660,1.0
7829,20661,1.0
7830,20662,1.0
7831,20663,0.6416666666666667
7832,20664,0.9
7833,20665,1.0
7834,20666,0.9333333333333333
7835,20667,1.0
7836,20668,1.0
7837,20669,1.0
7838,20670,1.0
7839,20671,1.0
7840,20672,0.8916666666666667
7841,20673,1.0
7842,20674,1.0
7843,16972,1.0
7844,16973,1.0
7845,16974,0.5333333333333333
7846,16975,0.7916666666666666
7847,16976,1.0
7848,16977,1.0
7849,16978,1.0
7850,16979,1.0
7851,16980,1.0
7852,16981,0.7333333333333333
7853,16982,1.0
7854,16983,1.0
7855,16984,1.0
7856,16985,1.0
7857,16986,1.0
7858,16987,1.0
7859,16988,1.0
7860,16989,1.0
7861,16990,1.0
7862,16991,1.0
7863,16992,1.0
7864,16993,0.8583333333333333
7962,18741,0.6
7963,18742,0.9083333333333333
7964,18743,0.7416666666666667
7965,18744,0.9
7966,18745,0.8333333333333334
7967,18746,0.5583333333333333
7968,18747,1.0
7969,18748,1.0
8051,9516,1.0
9531,17184,0.9083333333333333
9532,17185,0.8666666666666667
9533,17186,0.8416666666666667
9534,17187,1.0
9535,17188,0.8833333333333333
9536,17189,0.7666666666666667
9537,17190,0.8833333333333333
9538,17191,0.7583333333333333
9539,17192,1.0
9540,17193,1.0
9541,17194,0.9333333333333333
9542,17195,0.8583333333333333
9543,17196,0.7916666666666666
9544,17197,1.0
9545,17198,0.6333333333333333
9591,20773,0.725
9592,20774,0.5083333333333333
9593,20775,0.9
9594,20776,0.95
9595,20777,0.925
9596,20778,0.5916666666666667
9597,20779,0.9333333333333333
9598,20780,0.7
9673,18802,1.0
9674,18803,1.0
9675,18804,0.7583333333333333
9676,18805,1.0
9677,18806,1.0
9678,18807,1.0
9679,18808,1.0
9680,18809,0.9166666666666666
9681,18810,1.0
9682,18811,1.0
9683,18812,1.0
9684,18813,1.0
9685,18814,0.95
9686,18815,1.0
9687,18816,1.0
9688,18817,1.0
9689,18818,1.0
9690,18819,1.0
9691,18820,1.0
9692,18821,1.0
9693,18822,1.0
9694,18823,1.0
9793,20571,0.7
9794,20572,0.7
9795,20573,1.0
9796,20574,0.6916666666666667
9797,20575,1.0
9798,20576,0.6583333333333333
9799,20577,0.8166666666666667
9800,20578,0.725
9881,11346,1.0
11362,19014,0.7416666666666667
11363,19015,0.44166666666666665
11364,19016,0.5166666666666667
11365,19017,1.0
11366,19018,1.0
11367,19019,1.0
11369,19021,1.0
11370,19022,1.0
11371,19023,0.8666666666666667
11372,19024,1.0
11373,19025,0.7416666666666667
11374,19026,1.0
11375,19027,0.8583333333333333
11376,19028,1.0
11504,20632,1.0
11505,20633,0.75
11506,20634,1.0
11507,20635,1.0
11508,20636,1.0
11509,20637,1.0
11510,20638,1.0
11511,20639,1.0
11512,20640,1.0
11513,20641,0.7333333333333333
11514,20642,1.0
11515,20643,0.925
11516,20644,1.0
11517,20645,1.0
11518,20646,1.0
11519,20647,1.0
11520,20648,1.0
11521,20649,1.0
11522,20650,0.8166666666666667
11523,20651,1.0
11524,20652,1.0
11525,20653,1.0
11711,13176,1.0
13192,20844,1.0
13193,20845,1.0
13194,20846,0.8083333333333333
13195,20847,1.0
13196,20848,0.5083333333333333
13197,20849,1.0
13198,20850,1.0
13199,20851,1.0
13200,20852,1.0
13201,20853,1.0
13202,20854,1.0
13203,20855,1.0
13204,20856,1.0
13205,20857,1.0
13206,20858,0.95
13541,15006,1.0
15371,16836,1.0
17201,18666,1.0
19031,20496,1.0
